STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,INDUSTRIAL_INSTRUMENT,Industrial policy instrument,ACTIVITY,Economic activity,REF_AREA,Reference area,INSTRUMENT_TYPE,Instrument type,SECTORAL,Sectoral criterion,GREEN,Green criterion,TECH_FOCUSED,Technology-focused criterion,RD,R&D criterion,SME,SMEs and young firms criterion,JOBS_SKILLS,Jobs&skills criterion,DIGITAL,Digital criterion,EXPORT_FINANCE,Export finance instrument,COVID_SUPPORT,COVID emergency support,EU_SUPPORT,EU support,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,INSTRUMENT_ORIGINAL,Industrial policy instrument name in original language
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE40,EIB Loans - Sweden,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2021,,13291,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE40,EIB Loans - Sweden,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2019,,0.173,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE40,EIB Loans - Sweden,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2020,,0.103,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE40,EIB Loans - Sweden,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2021,,0.244,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE43,Credit guarantees for loans for housing construction,F,Construction,SWE,Sweden,FI02,Guarantees,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,1539,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE43,Credit guarantees for loans for housing construction,F,Construction,SWE,Sweden,FI02,Guarantees,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,904,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE43,Credit guarantees for loans for housing construction,F,Construction,SWE,Sweden,FI02,Guarantees,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,2858,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE43,Credit guarantees for loans for housing construction,F,Construction,SWE,Sweden,FI02,Guarantees,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.03,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE43,Credit guarantees for loans for housing construction,F,Construction,SWE,Sweden,FI02,Guarantees,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.018,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE43,Credit guarantees for loans for housing construction,F,Construction,SWE,Sweden,FI02,Guarantees,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.052,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE47,Guarantee program for airline companies,H,Transportation and storage,SWE,Sweden,FI02,Guarantees,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2021,,180,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE47,Guarantee program for airline companies,H,Transportation and storage,SWE,Sweden,FI02,Guarantees,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.003,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE53,Saminvest AB,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,528,,6,Millions,Saminvest AB,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE53,Saminvest AB,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,846,,6,Millions,Saminvest AB,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE53,Saminvest AB,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,1088,,6,Millions,Saminvest AB,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE53,Saminvest AB,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.01,,0,Units,Saminvest AB,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE53,Saminvest AB,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.017,,0,Units,Saminvest AB,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE53,Saminvest AB,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.02,,0,Units,Saminvest AB,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE54,Guarantee program for SMEs,_Z,Not applicable,SWE,Sweden,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2020,,1796,,6,Millions,Företagsakuten,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE54,Guarantee program for SMEs,_Z,Not applicable,SWE,Sweden,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2021,,1271,,6,Millions,Företagsakuten,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE54,Guarantee program for SMEs,_Z,Not applicable,SWE,Sweden,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.036,,0,Units,Företagsakuten,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE54,Guarantee program for SMEs,_Z,Not applicable,SWE,Sweden,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.023,,0,Units,Företagsakuten,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE59,Temporary deferrals of payment of taxes and fees,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2020,,38811,,6,Millions,Covid skattebetalning,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE59,Temporary deferrals of payment of taxes and fees,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2021,,14386,,6,Millions,Covid skattebetalning,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE59,Temporary deferrals of payment of taxes and fees,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.77,,0,Units,Covid skattebetalning,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE59,Temporary deferrals of payment of taxes and fees,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.264,,0,Units,Covid skattebetalning,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE60,Almi Invest,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,126,,6,Millions,Almi Invest,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE60,Almi Invest,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,149,,6,Millions,Almi Invest,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE60,Almi Invest,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,191,,6,Millions,Almi Invest,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE60,Almi Invest,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.002,,0,Units,Almi Invest,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE60,Almi Invest,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.003,,0,Units,Almi Invest,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE60,Almi Invest,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.004,,0,Units,Almi Invest,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE62,Swedish Export Credit Corporation - Export Credit (SEK) - Non-CIRR,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2019,,19671,,6,Millions,AB Svensk Exportkredit,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE62,Swedish Export Credit Corporation - Export Credit (SEK) - Non-CIRR,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2020,,52870,,6,Millions,AB Svensk Exportkredit,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE62,Swedish Export Credit Corporation - Export Credit (SEK) - Non-CIRR,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2021,,21335,,6,Millions,AB Svensk Exportkredit,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE62,Swedish Export Credit Corporation - Export Credit (SEK) - Non-CIRR,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.39,,0,Units,AB Svensk Exportkredit,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE62,Swedish Export Credit Corporation - Export Credit (SEK) - Non-CIRR,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,1.049,,0,Units,AB Svensk Exportkredit,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE62,Swedish Export Credit Corporation - Export Credit (SEK) - Non-CIRR,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.391,,0,Units,AB Svensk Exportkredit,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE63,Loans for regional air navigation services,H,Transportation and storage,SWE,Sweden,FI01,Loans,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2021,,164,,6,Millions,Lån avseende regional flygtrafiktjänst,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE63,Loans for regional air navigation services,H,Transportation and storage,SWE,Sweden,FI01,Loans,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.003,,0,Units,Lån avseende regional flygtrafiktjänst,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE65,EIF-COSME Equity - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2019,,119,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE65,EIF-COSME Equity - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2020,,118,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE65,EIF-COSME Equity - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2021,,114,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE65,EIF-COSME Equity - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2019,,0.002,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE65,EIF-COSME Equity - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2020,,0.002,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE65,EIF-COSME Equity - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2021,,0.002,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE68,Growth Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,186,,6,Millions,Growth Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE68,Growth Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,418,,6,Millions,Growth Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE68,Growth Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,326,,6,Millions,Growth Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE68,Growth Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.004,,0,Units,Growth Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE68,Growth Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.008,,0,Units,Growth Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE68,Growth Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.006,,0,Units,Growth Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE69,EIF-EFSI Guarantees - Sweden,_Z,Not applicable,SWE,Sweden,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2019,,530,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE69,EIF-EFSI Guarantees - Sweden,_Z,Not applicable,SWE,Sweden,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2021,,22,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE69,EIF-EFSI Guarantees - Sweden,_Z,Not applicable,SWE,Sweden,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2019,,0.01,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE76,EIF-EFSI Venture capital - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2019,,741,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE76,EIF-EFSI Venture capital - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2020,,1545,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE76,EIF-EFSI Venture capital - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2021,,404,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE76,EIF-EFSI Venture capital - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2019,,0.015,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE76,EIF-EFSI Venture capital - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2020,,0.031,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE76,EIF-EFSI Venture capital - Sweden,_Z,Not applicable,SWE,Sweden,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2021,,0.007,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE78,Business Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,1383,,6,Millions,Business Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE78,Business Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,1169,,6,Millions,Business Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE78,Business Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,1002,,6,Millions,Business Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE78,Business Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.027,,0,Units,Business Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE78,Business Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.023,,0,Units,Business Loans,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,SWE78,Business Loans,_Z,Not applicable,SWE,Sweden,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.018,,0,Units,Business Loans,
